# x xmin xmax y dy cont model deabs resol fit_mask
540.1279800000001 540.1260000000001 540.12998 0.9979730 0.0054477 1.0000000 0.9999997 0.9979733 45142.330 0.0000000e+00
540.13198 540.12998 540.133985 0.9930020 0.0054148 1.0000000 0.9999997 0.9930023 45048.539 0.0000000e+00
540.1359900000001 540.133985 540.1379900000001 0.9975640 0.0055108 1.0000000 0.9999997 0.9975643 44973.854 0.0000000e+00
540.13999 540.1379900000001 540.1419900000001 0.9992620 0.0056747 1.0000000 0.9999997 0.9992623 44974.187 0.0000000e+00
540.14399 540.1419900000001 540.1459950000001 0.9984130 0.0057704 1.0000000 0.9999997 0.9984133 44974.520 0.0000000e+00
540.148 540.1459950000001 540.1500000000001 1.0009200 0.0057454 1.0000000 0.9999997 1.0009203 44956.138 0.0000000e+00
540.152 540.1500000000001 540.1540050000001 0.9960520 0.0056653 1.0000000 0.9999997 0.9960523 44956.471 0.0000000e+00
540.15601 540.1540050000001 540.15801 0.9962390 0.0055869 1.0000000 0.9999997 0.9962393 44975.521 0.0000000e+00
540.1600099999999 540.15801 540.16201 0.9917610 0.0055193 1.0000000 0.9999997 0.9917613 44975.854 0.0000000e+00
540.16401 540.16201 540.166015 0.9960230 0.0054808 1.0000000 0.9999997 0.9960233 44976.187 0.0000000e+00
540.16802 540.166015 540.17002 0.9987120 0.0054472 1.0000000 0.9999997 0.9987123 45051.545 0.0000000e+00
540.17202 540.17002 540.174 0.9978040 0.0055124 1.0000000 0.9999997 0.9978043 45146.011 0.0000000e+00
540.17598 540.174 540.1779799999999 0.9967420 0.0056658 1.0000000 0.9999997 0.9967423 45165.216 0.0000000e+00
540.17998 540.1779799999999 540.1819800000001 0.9969240 0.0057683 1.0000000 0.9999997 0.9969243 45071.338 0.0000000e+00
540.18398 540.1819800000001 540.1859850000001 0.9989390 0.0057532 1.0000000 0.9999997 0.9989393 44977.850 0.0000000e+00
540.18799 540.1859850000001 540.1899900000001 0.9974720 0.0056398 1.0000000 0.9999997 0.9974723 44959.467 0.0000000e+00
540.19199 540.1899900000001 540.1939950000001 0.9969250 0.0055460 1.0000000 0.9999996 0.9969254 44959.799 0.0000000e+00
540.196 540.1939950000001 540.1980000000001 0.9970640 0.0054898 1.0000000 0.9999996 0.9970644 44978.851 0.0000000e+00
540.2 540.1980000000001 540.202 0.9982780 0.0054316 1.0000000 0.9999996 0.9982784 44979.184 0.0000000e+00
540.2040000000001 540.202 540.206005 1.0015300 0.0054140 1.0000000 0.9999996 1.0015304 44979.517 0.0000000e+00
540.2080100000001 540.206005 540.21001 0.9954460 0.0054963 1.0000000 0.9999996 0.9954464 44961.133 0.0000000e+00
540.2120100000001 540.21001 540.214015 0.9907560 0.0056504 1.0000000 0.9999996 0.9907564 44961.466 0.0000000e+00
540.2160200000001 540.214015 540.21802 1.0014300 0.0057664 1.0000000 0.9999996 1.0014304 44980.518 0.0000000e+00
540.2200200000001 540.21802 540.22202 0.9996320 0.0057199 1.0000000 0.9999996 0.9996324 45074.678 0.0000000e+00
540.22402 540.22202 540.226 0.9937100 0.0056033 1.0000000 0.9999996 0.9937104 45169.232 0.0000000e+00
540.22798 540.226 540.2299800000001 0.9918240 0.0055214 1.0000000 0.9999996 0.9918244 45150.688 0.0000000e+00
540.23198 540.2299800000001 540.2339850000001 0.9916880 0.0054740 1.0000000 0.9999996 0.9916884 45056.879 0.0000000e+00
540.23599 540.2339850000001 540.2379900000001 1.0003400 0.0054687 1.0000000 0.9999996 1.0003404 44982.181 0.0000000e+00
540.23999 540.2379900000001 540.24199 1.0025400 0.0055163 1.0000000 0.9999996 1.0025404 44982.514 0.0000000e+00
540.24399 540.24199 540.245995 1.0034600 0.0055908 1.0000000 0.9999996 1.0034604 44982.847 0.0000000e+00
540.2479999999999 540.245995 540.25 1.0010500 0.0057250 1.0000000 0.9999996 1.0010504 44964.461 0.0000000e+00
540.2520000000001 540.25 540.254005 0.9940000 0.0057721 1.0000000 0.9999996 0.9940004 44964.794 0.0000000e+00
540.25601 540.254005 540.25801 0.9970720 0.0056823 1.0000000 0.9999996 0.9970724 44983.848 0.0000000e+00
540.26001 540.25801 540.2620099999999 0.9961550 0.0056075 1.0000000 0.9999996 0.9961554 44984.181 0.0000000e+00
540.26401 540.2620099999999 540.2660149999999 0.9969140 0.0055348 1.0000000 0.9999996 0.9969144 44984.514 0.0000000e+00
540.26802 540.2660149999999 540.2700199999999 0.9973380 0.0054818 1.0000000 0.9999996 0.9973384 45059.885 0.0000000e+00
540.27202 540.2700199999999 540.274 0.9984980 0.0054328 1.0000000 0.9999996 0.9984984 45154.369 0.0000000e+00
540.27598 540.274 540.2779800000001 1.0014700 0.0054266 1.0000000 0.9999996 1.0014704 45173.577 0.0000000e+00
540.27998 540.2779800000001 540.28198 1.0031100 0.0055040 1.0000000 0.9999996 1.0031104 45079.681 0.0000000e+00
540.28398 540.28198 540.285985 1.0083600 0.0056487 1.0000000 0.9999996 1.0083604 44986.177 0.0000000e+00
540.28799 540.285985 540.28999 1.0072700 0.0057377 1.0000000 0.9999996 1.0072704 44967.789 0.0000000e+00
540.29199 540.28999 540.293995 1.0048400 0.0057148 1.0000000 0.9999996 1.0048404 44968.122 0.0000000e+00
540.296 540.293995 540.298 0.9927180 0.0056216 1.0000000 0.9999996 0.9927184 44987.177 0.0000000e+00
540.3000000000001 540.298 540.302 0.9967620 0.0055479 1.0000000 0.9999996 0.9967624 44987.510 0.0000000e+00
540.304 540.302 540.306005 1.0030300 0.0054773 1.0000000 0.9999996 1.0030304 44987.843 0.0000000e+00
540.3080100000001 540.306005 540.31001 0.9983450 0.0054097 1.0000000 0.9999996 0.9983454 44969.456 0.0000000e+00
540.31201 540.31001 540.314015 0.9969290 0.0053809 1.0000000 0.9999996 0.9969294 44969.789 0.0000000e+00
540.3160200000001 540.314015 540.31802 0.9960020 0.0054639 1.0000000 0.9999996 0.9960024 44988.844 0.0000000e+00
540.32002 540.31802 540.3220200000001 0.9945880 0.0056485 1.0000000 0.9999996 0.9945884 45083.022 0.0000000e+00
540.32402 540.3220200000001 540.326 0.9915400 0.0057344 1.0000000 0.9999996 0.9915404 45177.594 0.0000000e+00
540.32798 540.326 540.32998 0.9955640 0.0057017 1.0000000 0.9999995 0.9955645 45159.046 0.0000000e+00
540.33198 540.32998 540.333985 0.9918720 0.0056260 1.0000000 0.9999995 0.9918725 45065.219 0.0000000e+00
540.33599 540.333985 540.33799 0.9953180 0.0055659 1.0000000 0.9999995 0.9953185 44990.507 0.0000000e+00
540.3399900000001 540.33799 540.3419900000001 1.0005500 0.0054774 1.0000000 0.9999995 1.0005505 44990.840 0.0000000e+00
540.3439900000001 540.3419900000001 540.345995 1.0085700 0.0054193 1.0000000 0.9999995 1.0085705 44991.173 0.0000000e+00
540.348 540.345995 540.35 1.0021900 0.0053783 1.0000000 0.9999995 1.0021905 44972.784 0.0000000e+00
540.3520000000001 540.35 540.354005 0.9945700 0.0054813 1.0000000 0.9999995 0.9945705 44973.117 0.0000000e+00
540.35601 540.354005 540.3580099999999 0.9863780 0.0056517 1.0000000 0.9999995 0.9863785 44992.174 0.0000000e+00
540.36001 540.3580099999999 540.36201 0.9931160 0.0056810 1.0000000 0.9999995 0.9931165 44992.507 0.0000000e+00
540.36401 540.36201 540.3660150000001 1.0001500 0.0055892 1.0000000 0.9999995 1.0001505 44992.840 0.0000000e+00
540.36802 540.3660150000001 540.3700200000001 0.9992710 0.0055060 1.0000000 0.9999995 0.9992715 45068.225 0.0000000e+00
540.37202 540.3700200000001 540.374 1.0016100 0.0054501 1.0000000 0.9999995 1.0016105 45162.726 0.0000000e+00
540.37598 540.374 540.37798 0.9909040 0.0054338 1.0000000 0.9999995 0.9909045 45181.938 0.0000000e+00
540.37998 540.37798 540.38198 0.9981090 0.0055674 1.0000000 0.9999995 0.9981095 45088.025 0.0000000e+00
540.38398 540.38198 540.385985 1.0047300 0.0055950 1.0000000 0.9999995 1.0047305 44994.503 0.0000000e+00
540.3879900000001 540.385985 540.38999 0.9967950 0.0054785 1.0000000 0.9999995 0.9967955 44976.112 0.0000000e+00
540.39199 540.38999 540.393995 0.9960130 0.0055725 1.0000000 0.9999995 0.9960135 44976.445 0.0000000e+00
540.3960000000001 540.393995 540.398 0.9985880 0.0056321 1.0000000 0.9999995 0.9985885 44995.504 0.0000000e+00
540.4 540.398 540.402 0.9971860 0.0055573 1.0000000 0.9999995 0.9971865 44995.837 0.0000000e+00
540.404 540.402 540.406005 0.9983650 0.0054740 1.0000000 0.9999995 0.9983655 44996.170 0.0000000e+00
540.40801 540.406005 540.41001 0.9987440 0.0054107 1.0000000 0.9999995 0.9987445 44977.779 0.0000000e+00
540.41201 540.41001 540.4140150000001 1.0028500 0.0054086 1.0000000 0.9999995 1.0028505 44978.112 0.0000000e+00
540.41602 540.4140150000001 540.4180200000001 1.0013800 0.0054074 1.0000000 0.9999995 1.0013805 44997.171 0.0000000e+00
540.42002 540.4180200000001 540.42202 0.9971900 0.0053519 1.0000000 0.9999994 0.9971906 45091.366 0.0000000e+00
540.42402 540.42202 540.426 0.9952890 0.0054104 1.0000000 0.9999994 0.9952896 45185.955 0.0000000e+00
540.42798 540.426 540.4299800000001 1.0004800 0.0055825 1.0000000 0.9999994 1.0004806 45167.403 0.0000000e+00
540.4319800000001 540.4299800000001 540.4339850000001 1.0019100 0.0056188 1.0000000 0.9999994 1.0019106 45073.560 0.0000000e+00
540.4359900000001 540.4339850000001 540.4379900000001 1.0057800 0.0055623 1.0000000 0.9999994 1.0057806 44998.833 0.0000000e+00
540.4399900000001 540.4379900000001 540.44199 0.9997730 0.0054859 1.0000000 0.9999994 0.9997736 44999.167 0.0000000e+00
540.4439900000001 540.44199 540.445995 1.0010700 0.0054206 1.0000000 0.9999994 1.0010706 44999.500 0.0000000e+00
540.448 540.445995 540.45 0.9970910 0.0053831 1.0000000 0.9999994 0.9970916 44981.107 0.0000000e+00
540.4520000000001 540.45 540.454005 0.9920220 0.0053366 1.0000000 0.9999994 0.9920226 44981.440 0.0000000e+00
540.45601 540.454005 540.4580100000001 0.9957400 0.0053395 1.0000000 0.9999994 0.9957406 45000.500 0.0000000e+00
540.46001 540.4580100000001 540.46201 1.0001300 0.0054508 1.0000000 0.9999994 1.0001306 45000.833 0.0000000e+00
540.46401 540.46201 540.466015 0.9998760 0.0056086 1.0000000 0.9999994 0.9998766 45001.167 0.0000000e+00
540.46802 540.466015 540.47002 0.9922490 0.0056396 1.0000000 0.9999994 0.9922496 45076.565 0.0000000e+00
540.47202 540.47002 540.474 0.9966680 0.0055945 1.0000000 0.9999994 0.9966686 45171.084 0.0000000e+00
540.47598 540.474 540.47798 0.9942060 0.0055533 1.0000000 0.9999994 0.9942066 45190.299 0.0000000e+00
540.47998 540.47798 540.48198 0.9970450 0.0055319 1.0000000 0.9999994 0.9970456 45096.369 0.0000000e+00
540.48398 540.48198 540.485985 0.9927780 0.0055112 1.0000000 0.9999994 0.9927786 45002.829 0.0000000e+00
540.48799 540.485985 540.48999 0.9912670 0.0054685 1.0000000 0.9999994 0.9912676 44984.435 0.0000000e+00
540.49199 540.48999 540.493995 0.9983210 0.0054752 1.0000000 0.9999993 0.9983217 44984.768 0.0000000e+00
540.496 540.493995 540.498 1.0019100 0.0055807 1.0000000 0.9999993 1.0019107 45003.830 0.0000000e+00
540.5 540.498 540.502 0.9959920 0.0057214 1.0000000 0.9999993 0.9959927 45004.163 0.0000000e+00
540.504 540.502 540.506005 0.9947140 0.0057637 1.0000000 0.9999993 0.9947147 45004.496 0.0000000e+00
540.50801 540.506005 540.51001 0.9998000 0.0056970 1.0000000 0.9999993 0.9998007 44986.102 0.0000000e+00
540.51201 540.51001 540.514015 0.9954260 0.0056130 1.0000000 0.9999993 0.9954267 44986.434 0.0000000e+00
540.51602 540.514015 540.51802 0.9995970 0.0055590 1.0000000 0.9999993 0.9995977 45005.497 0.0000000e+00
540.52002 540.51802 540.5220200000001 0.9997490 0.0054934 1.0000000 0.9999993 0.9997497 45099.710 0.0000000e+00
540.5240200000001 540.5220200000001 540.5260000000001 0.9923630 0.0053967 1.0000000 0.9999993 0.9923637 45194.316 0.0000000e+00
540.5279800000001 540.5260000000001 540.52998 0.9914930 0.0053722 1.0000000 0.9999993 0.9914937 45175.761 0.0000000e+00
540.5319800000001 540.52998 540.533985 0.9921330 0.0055318 1.0000000 0.9999993 0.9921337 45081.900 0.0000000e+00
540.5359900000001 540.533985 540.53799 0.9954870 0.0056840 1.0000000 0.9999993 0.9954877 45007.160 0.0000000e+00
540.5399900000001 540.53799 540.54199 0.9949340 0.0056381 1.0000000 0.9999993 0.9949347 45007.493 0.0000000e+00
540.54399 540.54199 540.545995 0.9940960 0.0055822 1.0000000 0.9999993 0.9940967 45007.826 0.0000000e+00
540.548 540.545995 540.55 0.9963480 0.0055148 1.0000000 0.9999992 0.9963488 44989.430 0.0000000e+00
540.552 540.55 540.554005 0.9907080 0.0054876 1.0000000 0.9999992 0.9907088 44989.763 0.0000000e+00
540.55601 540.554005 540.55801 0.9881740 0.0054613 1.0000000 0.9999992 0.9881748 45008.827 0.0000000e+00
540.56001 540.55801 540.56201 0.9918050 0.0053674 1.0000000 0.9999992 0.9918058 45009.160 0.0000000e+00
540.5640099999999 540.56201 540.566015 0.9844470 0.0053239 1.0000000 0.9999992 0.9844478 45009.493 0.0000000e+00
540.56802 540.566015 540.57002 0.9888250 0.0054150 1.0000000 0.9999992 0.9888258 45084.906 0.0000000e+00
540.57202 540.57002 540.574 0.9919010 0.0055755 1.0000000 0.9999992 0.9919018 45179.442 0.0000000e+00
540.57598 540.574 540.57798 0.9912950 0.0056610 1.0000000 0.9999992 0.9912958 45198.661 0.0000000e+00
540.57998 540.57798 540.5819799999999 0.9968110 0.0056182 1.0000000 0.9999992 0.9968118 45104.713 0.0000000e+00
540.58398 540.5819799999999 540.5859849999999 0.9959040 0.0055779 1.0000000 0.9999992 0.9959048 45011.156 0.0000000e+00
540.58799 540.5859849999999 540.58999 0.9936480 0.0053810 1.0000000 0.9999992 0.9936488 44992.758 0.0000000e+00
540.59199 540.58999 540.593995 0.9969000 0.0053108 1.0000000 0.9999991 0.9969009 44993.091 0.0000000e+00
540.596 540.593995 540.598 0.9934440 0.0052551 1.0000000 0.9999991 0.9934449 45012.157 0.0000000e+00
540.6 540.598 540.6020000000001 0.9911810 0.0052784 1.0000000 0.9999991 0.9911819 45012.490 0.0000000e+00
540.604 540.6020000000001 540.6060050000001 1.0009700 0.0053963 1.0000000 0.9999991 1.0009709 45012.823 0.0000000e+00
540.60801 540.6060050000001 540.6100100000001 0.9950310 0.0055234 1.0000000 0.9999991 0.9950319 44994.424 0.0000000e+00
540.61201 540.6100100000001 540.6140150000001 0.9972520 0.0055547 1.0000000 0.9999991 0.9972529 44994.757 0.0000000e+00
540.61602 540.6140150000001 540.6180200000001 1.0013300 0.0055188 1.0000000 0.9999991 1.0013309 45013.823 0.0000000e+00
540.6200200000001 540.6180200000001 540.62202 0.9934410 0.0054633 1.0000000 0.9999991 0.9934419 45108.053 0.0000000e+00
540.6240200000001 540.62202 540.6260000000001 0.9920590 0.0054419 1.0000000 0.9999991 0.9920599 45202.677 0.0000000e+00
540.6279800000001 540.6260000000001 540.62998 0.9859140 0.0054363 1.0000000 0.9999990 0.9859150 45184.119 0.0000000e+00
540.63198 540.62998 540.633985 0.9982390 0.0054558 1.0000000 0.9999990 0.9982400 45090.240 0.0000000e+00
540.6359900000001 540.633985 540.6379900000001 0.9962970 0.0055186 1.0000000 0.9999990 0.9962980 45015.486 0.0000000e+00
540.63999 540.6379900000001 540.6419900000001 0.9990990 0.0056015 1.0000000 0.9999990 0.9991000 45015.819 0.0000000e+00
540.64399 540.6419900000001 540.6459950000001 0.9947230 0.0057090 1.0000000 0.9999990 0.9947240 45016.152 0.0000000e+00
540.648 540.6459950000001 540.6500000000001 0.9973240 0.0057550 1.0000000 0.9999990 0.9973250 44997.753 0.0000000e+00
540.652 540.6500000000001 540.6540050000001 0.9962950 0.0056529 1.0000000 0.9999990 0.9962960 44998.086 0.0000000e+00
540.65601 540.6540050000001 540.65801 0.9909400 0.0055643 1.0000000 0.9999990 0.9909410 45017.153 0.0000000e+00
540.6600099999999 540.65801 540.66201 0.9984410 0.0055845 1.0000000 0.9999989 0.9984421 45017.486 0.0000000e+00
540.66401 540.66201 540.666015 0.9949990 0.0055876 1.0000000 0.9999989 0.9950001 45017.819 0.0000000e+00
540.66802 540.666015 540.67002 0.9930670 0.0054308 1.0000000 0.9999989 0.9930681 45093.246 0.0000000e+00
540.67202 540.67002 540.674 0.9916610 0.0053482 1.0000000 0.9999989 0.9916621 45187.799 0.0000000e+00
540.67598 540.674 540.6779799999999 0.9929680 0.0054788 1.0000000 0.9999989 0.9929691 45207.022 0.0000000e+00
540.67998 540.6779799999999 540.6819800000001 0.9900930 0.0056562 1.0000000 0.9999989 0.9900941 45113.056 0.0000000e+00
540.68398 540.6819800000001 540.6859850000001 0.9976400 0.0056523 1.0000000 0.9999989 0.9976411 45019.482 0.0000000e+00
540.68799 540.6859850000001 540.6899900000001 1.0019600 0.0055292 1.0000000 0.9999988 1.0019612 45001.081 0.0000000e+00
540.69199 540.6899900000001 540.6939950000001 1.0026300 0.0054764 1.0000000 0.9999988 1.0026312 45001.414 0.0000000e+00
540.696 540.6939950000001 540.6980000000001 0.9927500 0.0054055 1.0000000 0.9999988 0.9927512 45020.483 0.0000000e+00
540.7 540.6980000000001 540.702 0.9920850 0.0053099 1.0000000 0.9999988 0.9920862 45020.816 0.0000000e+00
540.7040000000001 540.702 540.706005 0.9949390 0.0052436 1.0000000 0.9999988 0.9949402 45021.149 0.0000000e+00
540.7080100000001 540.706005 540.71001 0.9906490 0.0052537 1.0000000 0.9999988 0.9906502 45002.747 0.0000000e+00
540.7120100000001 540.71001 540.714015 0.9940830 0.0053368 1.0000000 0.9999987 0.9940843 45003.080 0.0000000e+00
540.7160200000001 540.714015 540.71802 0.9916930 0.0054775 1.0000000 0.9999987 0.9916943 45022.150 0.0000000e+00
540.7200200000001 540.71802 540.72202 0.9948220 0.0055214 1.0000000 0.9999987 0.9948233 45116.397 0.0000000e+00
540.72402 540.72202 540.726 0.9928590 0.0054687 1.0000000 0.9999987 0.9928603 45211.038 0.0000000e+00
540.72798 540.726 540.7299800000001 0.9866100 0.0054237 1.0000000 0.9999987 0.9866113 45192.476 0.0000000e+00
540.73198 540.7299800000001 540.7339850000001 0.9946090 0.0054430 1.0000000 0.9999986 0.9946104 45098.580 0.0000000e+00
540.73599 540.7339850000001 540.7379900000001 0.9994610 0.0054464 1.0000000 0.9999986 0.9994624 45023.813 0.0000000e+00
540.73999 540.7379900000001 540.74199 0.9979930 0.0053979 1.0000000 0.9999986 0.9979944 45024.146 0.0000000e+00
540.74399 540.74199 540.745995 0.9998040 0.0053883 1.0000000 0.9999986 0.9998054 45024.479 0.0000000e+00
540.7479999999999 540.745995 540.75 0.9913370 0.0054804 1.0000000 0.9999986 0.9913384 45006.076 0.0000000e+00
540.7520000000001 540.75 540.754005 0.9959920 0.0056145 1.0000000 0.9999985 0.9959935 45006.409 0.0000000e+00
540.75601 540.754005 540.75801 0.9971400 0.0056282 1.0000000 0.9999985 0.9971415 45025.480 0.0000000e+00
540.76001 540.75801 540.7620099999999 0.9840550 0.0055455 1.0000000 0.9999985 0.9840565 45025.813 0.0000000e+00
540.76401 540.7620099999999 540.7660149999999 0.9906040 0.0054746 1.0000000 0.9999985 0.9906055 45026.146 0.0000000e+00
540.76802 540.7660149999999 540.7700199999999 0.9883500 0.0054097 1.0000000 0.9999984 0.9883516 45101.586 0.0000000e+00
540.77202 540.7700199999999 540.774 0.9945450 0.0053523 1.0000000 0.9999984 0.9945466 45196.157 0.0000000e+00
540.77598 540.774 540.7779800000001 0.9955590 0.0053087 1.0000000 0.9999984 0.9955606 45215.383 0.0000000e+00
540.77998 540.7779800000001 540.78198 0.9978370 0.0052926 1.0000000 0.9999983 0.9978387 45121.400 0.0000000e+00
540.78398 540.78198 540.785985 0.9940250 0.0053685 1.0000000 0.9999983 0.9940267 45027.808 0.0000000e+00
540.78799 540.785985 540.78999 0.9907550 0.0055139 1.0000000 0.9999983 0.9907567 45009.404 0.0000000e+00
540.79199 540.78999 540.793995 0.9933500 0.0055450 1.0000000 0.9999983 0.9933517 45009.737 0.0000000e+00
540.796 540.793995 540.798 0.9945770 0.0054222 1.0000000 0.9999982 0.9945788 45028.809 0.0000000e+00
540.8000000000001 540.798 540.802 0.9979910 0.0053899 1.0000000 0.9999982 0.9979928 45029.142 0.0000000e+00
540.804 540.802 540.806005 0.9956060 0.0053503 1.0000000 0.9999982 0.9956078 45029.475 0.0000000e+00
540.8080100000001 540.806005 540.81001 0.9935550 0.0052928 1.0000000 0.9999981 0.9935569 45011.070 0.0000000e+00
540.81201 540.81001 540.814015 0.9854090 0.0053245 1.0000000 0.9999981 0.9854109 45011.403 0.0000000e+00
540.8160200000001 540.814015 540.81802 0.9915340 0.0053885 1.0000000 0.9999981 0.9915359 45030.476 0.0000000e+00
540.82002 540.81802 540.8220200000001 0.9926100 0.0054496 1.0000000 0.9999980 0.9926120 45124.741 0.0000000e+00
540.82402 540.8220200000001 540.826 0.9921050 0.0055916 1.0000000 0.9999980 0.9921070 45219.400 0.0000000e+00
540.82798 540.826 540.82998 0.9975080 0.0056273 1.0000000 0.9999979 0.9975101 45200.834 0.0000000e+00
540.83198 540.82998 540.833985 0.9980460 0.0055529 1.0000000 0.9999979 0.9980481 45106.921 0.0000000e+00
540.83599 540.833985 540.83799 0.9995650 0.0054674 1.0000000 0.9999979 0.9995671 45032.139 0.0000000e+00
540.8399900000001 540.83799 540.8419900000001 1.0008200 0.0053971 1.0000000 0.9999978 1.0008222 45032.472 0.0000000e+00
540.8439900000001 540.8419900000001 540.845995 0.9978590 0.0053416 1.0000000 0.9999978 0.9978612 45032.805 0.0000000e+00
540.848 540.845995 540.85 0.9913730 0.0052960 1.0000000 0.9999977 0.9913753 45014.399 0.0000000e+00
540.8520000000001 540.85 540.854005 0.9949650 0.0052696 1.0000000 0.9999977 0.9949673 45014.732 0.0000000e+00
540.85601 540.854005 540.8580099999999 0.9948630 0.0053511 1.0000000 0.9999976 0.9948654 45033.806 0.0000000e+00
540.86001 540.8580099999999 540.86201 0.9934120 0.0054843 1.0000000 0.9999976 0.9934144 45034.139 0.0000000e+00
540.86401 540.86201 540.8660150000001 0.9980490 0.0055004 1.0000000 0.9999975 0.9980515 45034.472 0.0000000e+00
540.86802 540.8660150000001 540.8700200000001 0.9978170 0.0054456 1.0000000 0.9999974 0.9978196 45109.927 0.0000000e+00
540.87202 540.8700200000001 540.874 0.9962550 0.0053591 1.0000000 0.9999974 0.9962576 45204.515 0.0000000e+00
540.87598 540.874 540.87798 0.9934340 0.0053202 1.0000000 0.9999973 0.9934367 45223.744 0.0000000e+00
540.87998 540.87798 540.88198 0.9934080 0.0052960 1.0000000 0.9999973 0.9934107 45129.744 0.0000000e+00
540.88398 540.88198 540.885985 0.9934210 0.0052702 1.0000000 0.9999972 0.9934238 45036.135 0.0000000e+00
540.8879900000001 540.885985 540.88999 0.9981740 0.0053470 1.0000000 0.9999971 0.9981769 45017.727 0.0000000e+00
540.89199 540.88999 540.893995 1.0034800 0.0055327 1.0000000 0.9999971 1.0034829 45018.060 0.0000000e+00
540.8960000000001 540.893995 540.898 0.9971360 0.0056305 1.0000000 0.9999970 0.9971390 45037.136 0.0000000e+00
540.9 540.898 540.902 0.9931710 0.0055814 1.0000000 0.9999969 0.9931741 45037.469 0.0000000e+00
540.904 540.902 540.906005 0.9931570 0.0054902 1.0000000 0.9999968 0.9931602 45037.802 0.0000000e+00
540.90801 540.906005 540.91001 1.0005800 0.0054154 1.0000000 0.9999967 1.0005833 45019.393 0.0000000e+00
