# x xmin xmax y dy cont resol fit_mask model deabs
559.32798 559.326 559.32998 0.9981260 0.0056363 1.0000000 46747.010 0.0000000e+00 0.9999994 0.9981266
559.33198 559.32998 559.333985 0.9985630 0.0057295 1.0000000 46649.873 0.0000000e+00 0.9999994 0.9985636
559.33599 559.333985 559.33799 0.9900320 0.0057092 1.0000000 46572.522 0.0000000e+00 0.9999993 0.9900327
559.3399900000001 559.33799 559.3419900000001 0.9903730 0.0056297 1.0000000 46572.855 0.0000000e+00 0.9999993 0.9903737
559.3439900000001 559.3419900000001 559.345995 0.9969470 0.0056567 1.0000000 46573.188 0.0000000e+00 0.9999992 0.9969478
559.348 559.345995 559.35 0.9994660 0.0056956 1.0000000 46554.141 0.0000000e+00 0.9999992 0.9994668
559.3520000000001 559.35 559.354005 0.9952370 0.0056737 1.0000000 46554.474 0.0000000e+00 0.9999991 0.9952379
559.35601 559.354005 559.3580099999999 0.9988590 0.0055914 1.0000000 46574.189 0.0000000e+00 0.9999990 0.9988600
559.36001 559.3580099999999 559.36201 0.9945480 0.0055458 1.0000000 46574.522 0.0000000e+00 0.9999989 0.9945491
559.36401 559.36201 559.3660150000001 0.9955920 0.0055259 1.0000000 46574.855 0.0000000e+00 0.9999989 0.9955931
559.36802 559.3660150000001 559.3700200000001 0.9961180 0.0055419 1.0000000 46652.879 0.0000000e+00 0.9999988 0.9961192
559.37202 559.3700200000001 559.374 0.9970740 0.0055951 1.0000000 46750.691 0.0000000e+00 0.9999986 0.9970754
559.37598 559.374 559.37798 0.9906360 0.0056366 1.0000000 46770.567 0.0000000e+00 0.9999985 0.9906375
559.37998 559.37798 559.38198 0.9957440 0.0056822 1.0000000 46673.340 0.0000000e+00 0.9999984 0.9957456
559.38398 559.38198 559.385985 1.0032700 0.0057516 1.0000000 46576.518 0.0000000e+00 0.9999982 1.0032718
559.3879900000001 559.385985 559.38999 0.9962740 0.0057373 1.0000000 46557.469 0.0000000e+00 0.9999979 0.9962761
559.39199 559.38999 559.393995 0.9933090 0.0056548 1.0000000 46557.802 0.0000000e+00 0.9999976 0.9933114
559.3960000000001 559.393995 559.398 0.9938850 0.0055719 1.0000000 46577.519 0.0000000e+00 0.9999969 0.9938881
559.4 559.398 559.402 0.9960360 0.0055350 1.0000000 46577.852 0.0000000e+00 0.9999949 0.9960411
559.404 559.402 559.406005 0.9981040 0.0055171 1.0000000 46578.185 0.0000000e+00 0.9999882 0.9981158
559.40801 559.406005 559.41001 0.9926660 0.0055234 1.0000000 46559.135 0.0000000e+00 0.9999658 0.9927002
559.41201 559.41001 559.4140150000001 0.9949630 0.0055670 1.0000000 46559.468 0.0000000e+00 0.9998952 0.9950678
559.41602 559.4140150000001 559.4180200000001 0.9981060 0.0056185 1.0000000 46579.186 0.0000000e+00 0.9996912 0.9984148
559.42002 559.4180200000001 559.42202 0.9953060 0.0056181 1.0000000 46676.681 0.0000000e+00 0.9991559 0.9961501
559.42402 559.42202 559.426 0.9953310 0.0055887 1.0000000 46774.584 0.0000000e+00 0.9978819 0.9974491
559.42798 559.426 559.4299800000001 0.9892100 0.0055150 1.0000000 46755.368 0.0000000e+00 0.9951349 0.9940751
559.4319800000001 559.4299800000001 559.4339850000001 0.9886640 0.0055095 1.0000000 46658.214 1.0000000e+00 0.9897968 0.9988672
559.4359900000001 559.4339850000001 559.4379900000001 0.9809260 0.0055123 1.0000000 46580.848 1.0000000e+00 0.9805047 1.0004213
559.4399900000001 559.4379900000001 559.44199 0.9691620 0.0054362 1.0000000 46581.182 1.0000000e+00 0.9660948 1.0030672
559.4439900000001 559.44199 559.445995 0.9536090 0.0054265 1.0000000 46581.515 1.0000000e+00 0.9463196 1.0072894
559.448 559.445995 559.45 0.9299330 0.0054006 1.0000000 46562.464 1.0000000e+00 0.9225831 1.0073499
559.4520000000001 559.45 559.454005 0.9066160 0.0053916 1.0000000 46562.797 1.0000000e+00 0.8981656 1.0084504
559.45601 559.454005 559.4580100000001 0.8854450 0.0054134 1.0000000 46582.515 1.0000000e+00 0.8776080 1.0078370
559.46001 559.4580100000001 559.46201 0.8722430 0.0053872 1.0000000 46582.848 1.0000000e+00 0.8653534 1.0068896
559.46401 559.46201 559.466015 0.8654890 0.0053072 1.0000000 46583.182 1.0000000e+00 0.8642168 1.0012722
559.46802 559.466015 559.47002 0.8706470 0.0052527 1.0000000 46661.219 1.0000000e+00 0.8743305 0.9963165
559.47202 559.47002 559.474 0.8875750 0.0052389 1.0000000 46759.049 1.0000000e+00 0.8930238 0.9945512
559.47598 559.474 559.47798 0.9130790 0.0052678 1.0000000 46778.928 1.0000000e+00 0.9157456 0.9973334
559.47998 559.47798 559.48198 0.9372910 0.0053487 1.0000000 46681.684 1.0000000e+00 0.9375385 0.9997525
559.48398 559.48198 559.485985 0.9585740 0.0054101 1.0000000 46584.844 1.0000000e+00 0.9545239 1.0040501
559.48799 559.485985 559.48999 0.9617490 0.0054235 1.0000000 46565.792 1.0000000e+00 0.9649136 0.9968354
559.49199 559.48999 559.493995 0.9625730 0.0054825 1.0000000 46566.125 1.0000000e+00 0.9692187 0.9933543
559.496 559.493995 559.498 0.9733530 0.0055191 1.0000000 46585.845 1.0000000e+00 0.9695963 1.0037567
559.5 559.498 559.502 0.9699610 0.0054592 1.0000000 46586.178 1.0000000e+00 0.9687796 1.0011814
559.504 559.502 559.506005 0.9688550 0.0054267 1.0000000 46586.511 1.0000000e+00 0.9690380 0.9998170
559.50801 559.506005 559.51001 0.9717730 0.0054453 1.0000000 46567.458 1.0000000e+00 0.9715186 1.0002544
559.51201 559.51001 559.514015 0.9758870 0.0054319 1.0000000 46567.791 1.0000000e+00 0.9761288 0.9997582
559.51602 559.514015 559.51802 0.9788660 0.0054393 1.0000000 46587.512 1.0000000e+00 0.9819042 0.9969618
559.52002 559.51802 559.5220200000001 0.9879650 0.0054585 1.0000000 46685.025 1.0000000e+00 0.9876286 1.0003364
559.5240200000001 559.5220200000001 559.5260000000001 0.9928590 0.0054912 1.0000000 46782.945 0.0000000e+00 0.9923772 1.0004818
559.5279800000001 559.5260000000001 559.52998 0.9935610 0.0055588 1.0000000 46763.726 0.0000000e+00 0.9957670 0.9977940
559.5319800000001 559.52998 559.533985 0.9950450 0.0056045 1.0000000 46666.554 0.0000000e+00 0.9978823 0.9971627
559.5359900000001 559.533985 559.53799 0.9960260 0.0055954 1.0000000 46589.175 0.0000000e+00 0.9990463 0.9969797
559.5399900000001 559.53799 559.54199 1.0014000 0.0055626 1.0000000 46589.508 0.0000000e+00 0.9996126 1.0017874
559.54399 559.54199 559.545995 0.9949930 0.0055167 1.0000000 46589.841 0.0000000e+00 0.9998573 0.9951357
559.548 559.545995 559.55 0.9903570 0.0055219 1.0000000 46570.787 0.0000000e+00 0.9999516 0.9904054
559.552 559.55 559.554005 0.9976390 0.0055116 1.0000000 46571.119 0.0000000e+00 0.9999842 0.9976548
559.55601 559.554005 559.55801 1.0018900 0.0054794 1.0000000 46590.842 0.0000000e+00 0.9999944 1.0018956
559.56001 559.55801 559.56201 1.0034800 0.0054638 1.0000000 46591.175 0.0000000e+00 0.9999974 1.0034826
559.5640099999999 559.56201 559.566015 0.9988690 0.0054705 1.0000000 46591.508 0.0000000e+00 0.9999983 0.9988707
559.56802 559.566015 559.57002 0.9929230 0.0054994 1.0000000 46669.560 0.0000000e+00 0.9999986 0.9929244
559.57202 559.57002 559.574 0.9962040 0.0054708 1.0000000 46767.407 0.0000000e+00 0.9999987 0.9962053
559.57598 559.574 559.57798 1.0030700 0.0054268 1.0000000 46787.289 0.0000000e+00 0.9999988 1.0030712
559.57998 559.57798 559.5819799999999 1.0021000 0.0053866 1.0000000 46690.028 0.0000000e+00 0.9999989 1.0021011
559.58398 559.5819799999999 559.5859849999999 0.9974620 0.0053571 1.0000000 46593.171 0.0000000e+00 0.9999990 0.9974630
559.58799 559.5859849999999 559.58999 0.9983200 0.0053830 1.0000000 46574.115 0.0000000e+00 0.9999991 0.9983209
559.59199 559.58999 559.593995 0.9996430 0.0054189 1.0000000 46574.448 0.0000000e+00 0.9999992 0.9996438
559.596 559.593995 559.598 0.9924600 0.0054265 1.0000000 46594.172 0.0000000e+00 0.9999992 0.9924608
559.6 559.598 559.6020000000001 0.9977660 0.0054695 1.0000000 46594.505 0.0000000e+00 0.9999993 0.9977667
559.604 559.6020000000001 559.6060050000001 1.0032300 0.0054855 1.0000000 46594.838 0.0000000e+00 0.9999993 1.0032307
559.60801 559.6060050000001 559.6100100000001 0.9977220 0.0054580 1.0000000 46575.781 0.0000000e+00 0.9999994 0.9977226
559.61201 559.6100100000001 559.6140150000001 0.9934170 0.0054835 1.0000000 46576.114 0.0000000e+00 0.9999994 0.9934176
559.61602 559.6140150000001 559.6180200000001 0.9968060 0.0054905 1.0000000 46595.838 0.0000000e+00 0.9999994 0.9968066
559.6200200000001 559.6180200000001 559.62202 0.9967440 0.0054685 1.0000000 46693.368 0.0000000e+00 0.9999995 0.9967445
559.6240200000001 559.62202 559.6260000000001 0.9985300 0.0054718 1.0000000 46791.306 0.0000000e+00 0.9999995 0.9985305
559.6279800000001 559.6260000000001 559.62998 0.9990480 0.0054738 1.0000000 46772.084 0.0000000e+00 0.9999995 0.9990485
559.63198 559.62998 559.633985 0.9993530 0.0054711 1.0000000 46674.894 0.0000000e+00 0.9999995 0.9993535
559.6359900000001 559.633985 559.6379900000001 0.9963970 0.0054917 1.0000000 46597.501 0.0000000e+00 0.9999996 0.9963974
559.63999 559.6379900000001 559.6419900000001 0.9958380 0.0054626 1.0000000 46597.834 0.0000000e+00 0.9999996 0.9958384
559.64399 559.6419900000001 559.6459950000001 0.9960060 0.0053796 1.0000000 46598.167 0.0000000e+00 0.9999996 0.9960064
559.648 559.6459950000001 559.6500000000001 0.9949120 0.0053528 1.0000000 46579.109 0.0000000e+00 0.9999996 0.9949124
559.652 559.6500000000001 559.6540050000001 0.9978070 0.0054090 1.0000000 46579.442 0.0000000e+00 0.9999996 0.9978074
559.65601 559.6540050000001 559.65801 1.0058700 0.0054580 1.0000000 46599.168 0.0000000e+00 0.9999996 1.0058704
559.6600099999999 559.65801 559.66201 0.9992530 0.0054459 1.0000000 46599.501 0.0000000e+00 0.9999997 0.9992533
559.66401 559.66201 559.666015 1.0012100 0.0053878 1.0000000 46599.834 0.0000000e+00 0.9999997 1.0012103
559.66802 559.666015 559.67002 1.0016200 0.0053796 1.0000000 46677.900 0.0000000e+00 0.9999997 1.0016203
559.67202 559.67002 559.674 1.0030300 0.0054394 1.0000000 46775.764 0.0000000e+00 0.9999997 1.0030303
559.67598 559.674 559.6779799999999 1.0056600 0.0054726 1.0000000 46795.651 0.0000000e+00 0.9999997 1.0056603
559.67998 559.6779799999999 559.6819800000001 1.0053400 0.0054547 1.0000000 46698.371 0.0000000e+00 0.9999997 1.0053403
559.68398 559.6819800000001 559.6859850000001 1.0011200 0.0054275 1.0000000 46601.497 0.0000000e+00 0.9999997 1.0011203
559.68799 559.6859850000001 559.6899900000001 1.0007400 0.0053882 1.0000000 46582.438 0.0000000e+00 0.9999997 1.0007403
559.69199 559.6899900000001 559.6939950000001 1.0016700 0.0054330 1.0000000 46582.771 0.0000000e+00 0.9999997 1.0016703
559.696 559.6939950000001 559.6980000000001 1.0015700 0.0054948 1.0000000 46602.498 0.0000000e+00 0.9999998 1.0015702
559.7 559.6980000000001 559.702 1.0000500 0.0055241 1.0000000 46602.831 0.0000000e+00 0.9999998 1.0000502
559.7040000000001 559.702 559.706005 0.9997150 0.0055259 1.0000000 46603.164 0.0000000e+00 0.9999998 0.9997152
559.7080100000001 559.706005 559.71001 1.0018200 0.0055382 1.0000000 46584.104 0.0000000e+00 0.9999998 1.0018202
559.7120100000001 559.71001 559.714015 1.0006900 0.0055077 1.0000000 46584.437 0.0000000e+00 0.9999998 1.0006902
559.7160200000001 559.714015 559.71802 0.9988400 0.0054256 1.0000000 46604.165 0.0000000e+00 0.9999998 0.9988402
559.7200200000001 559.71802 559.72202 1.0024000 0.0053914 1.0000000 46701.712 0.0000000e+00 0.9999998 1.0024002
559.72402 559.72202 559.726 0.9984870 0.0053793 1.0000000 46799.667 0.0000000e+00 0.9999998 0.9984872
559.72798 559.726 559.7299800000001 1.0022500 0.0053836 1.0000000 46780.441 0.0000000e+00 0.9999998 1.0022502
559.73198 559.7299800000001 559.7339850000001 1.0037100 0.0053933 1.0000000 46683.234 0.0000000e+00 0.9999998 1.0037102
559.73599 559.7339850000001 559.7379900000001 0.9961410 0.0053906 1.0000000 46605.828 0.0000000e+00 0.9999998 0.9961412
559.73999 559.7379900000001 559.74199 1.0016100 0.0054305 1.0000000 46606.161 0.0000000e+00 0.9999998 1.0016102
559.74399 559.74199 559.745995 1.0072600 0.0055141 1.0000000 46606.494 0.0000000e+00 0.9999998 1.0072602
559.7479999999999 559.745995 559.75 0.9984460 0.0054890 1.0000000 46587.432 0.0000000e+00 0.9999998 0.9984462
559.7520000000001 559.75 559.754005 1.0036400 0.0053602 1.0000000 46587.765 0.0000000e+00 0.9999998 1.0036402
559.75601 559.754005 559.75801 1.0044000 0.0052841 1.0000000 46607.495 0.0000000e+00 0.9999998 1.0044002
559.76001 559.75801 559.7620099999999 1.0023100 0.0052693 1.0000000 46607.828 0.0000000e+00 0.9999998 1.0023102
559.76401 559.7620099999999 559.7660149999999 1.0000300 0.0053136 1.0000000 46608.161 0.0000000e+00 0.9999998 1.0000302
559.76802 559.7660149999999 559.7700199999999 1.0058500 0.0053706 1.0000000 46686.240 0.0000000e+00 0.9999998 1.0058502
559.77202 559.7700199999999 559.774 1.0061600 0.0053735 1.0000000 46784.122 0.0000000e+00 0.9999999 1.0061601
559.77598 559.774 559.7779800000001 1.0103900 0.0053737 1.0000000 46804.012 0.0000000e+00 0.9999999 1.0103901
559.77998 559.7779800000001 559.78198 1.0046300 0.0054107 1.0000000 46706.715 0.0000000e+00 0.9999999 1.0046301
559.78398 559.78198 559.785985 1.0044500 0.0054693 1.0000000 46609.823 0.0000000e+00 0.9999999 1.0044501
559.78799 559.785985 559.78999 1.0071200 0.0054635 1.0000000 46590.761 0.0000000e+00 0.9999999 1.0071201
559.79199 559.78999 559.793995 1.0055500 0.0054136 1.0000000 46591.094 0.0000000e+00 0.9999999 1.0055501
559.796 559.793995 559.798 1.0017600 0.0054300 1.0000000 46610.824 0.0000000e+00 0.9999999 1.0017601
559.8000000000001 559.798 559.802 1.0043200 0.0054463 1.0000000 46611.157 0.0000000e+00 0.9999999 1.0043201
559.804 559.802 559.806005 1.0059700 0.0054291 1.0000000 46611.490 0.0000000e+00 0.9999999 1.0059701
559.8080100000001 559.806005 559.81001 1.0059800 0.0053941 1.0000000 46592.427 0.0000000e+00 0.9999999 1.0059801
559.81201 559.81001 559.814015 0.9959650 0.0053793 1.0000000 46592.760 0.0000000e+00 0.9999999 0.9959651
559.8160200000001 559.814015 559.81802 0.9989960 0.0054281 1.0000000 46612.491 0.0000000e+00 0.9999999 0.9989961
559.82002 559.81802 559.8220200000001 1.0011800 0.0054227 1.0000000 46710.056 0.0000000e+00 0.9999999 1.0011801
559.82402 559.8220200000001 559.826 0.9933810 0.0053141 1.0000000 46808.028 0.0000000e+00 0.9999999 0.9933811
559.82798 559.826 559.82998 0.9984740 0.0052638 1.0000000 46788.799 0.0000000e+00 0.9999999 0.9984741
559.83198 559.82998 559.833985 1.0037700 0.0052937 1.0000000 46691.575 0.0000000e+00 0.9999999 1.0037701
559.83599 559.833985 559.83799 0.9980560 0.0053490 1.0000000 46614.154 0.0000000e+00 0.9999999 0.9980561
559.8399900000001 559.83799 559.8419900000001 1.0036100 0.0054063 1.0000000 46614.487 0.0000000e+00 0.9999999 1.0036101
559.8439900000001 559.8419900000001 559.845995 1.0051200 0.0054059 1.0000000 46614.820 0.0000000e+00 0.9999999 1.0051201
559.848 559.845995 559.85 1.0027500 0.0053898 1.0000000 46595.755 0.0000000e+00 0.9999999 1.0027501
559.8520000000001 559.85 559.854005 0.9983320 0.0053696 1.0000000 46596.088 0.0000000e+00 0.9999999 0.9983321
559.85601 559.854005 559.8580099999999 0.9962250 0.0053349 1.0000000 46615.821 0.0000000e+00 0.9999999 0.9962251
559.86001 559.8580099999999 559.86201 0.9962140 0.0053058 1.0000000 46616.154 0.0000000e+00 0.9999999 0.9962141
559.86401 559.86201 559.8660150000001 1.0020900 0.0052974 1.0000000 46616.487 0.0000000e+00 0.9999999 1.0020901
559.86802 559.8660150000001 559.8700200000001 1.0111000 0.0053086 1.0000000 46694.580 0.0000000e+00 0.9999999 1.0111001
559.87202 559.8700200000001 559.874 1.0000900 0.0053029 1.0000000 46792.480 0.0000000e+00 0.9999999 1.0000901
559.87598 559.874 559.87798 0.9934360 0.0053442 1.0000000 46812.373 0.0000000e+00 0.9999999 0.9934361
559.87998 559.87798 559.88198 0.9982710 0.0053789 1.0000000 46715.059 0.0000000e+00 0.9999999 0.9982711
559.88398 559.88198 559.885985 1.0017100 0.0054056 1.0000000 46618.150 0.0000000e+00 0.9999999 1.0017101
559.8879900000001 559.885985 559.88999 0.9966630 0.0054471 1.0000000 46599.084 0.0000000e+00 0.9999999 0.9966631
559.89199 559.88999 559.893995 0.9920260 0.0054259 1.0000000 46599.417 0.0000000e+00 0.9999999 0.9920261
559.8960000000001 559.893995 559.898 0.9962580 0.0053822 1.0000000 46619.151 0.0000000e+00 0.9999999 0.9962581
559.9 559.898 559.902 0.9978030 0.0053850 1.0000000 46619.484 0.0000000e+00 0.9999999 0.9978031
559.904 559.902 559.906005 1.0038500 0.0053808 1.0000000 46619.817 0.0000000e+00 0.9999999 1.0038501
559.90801 559.906005 559.91001 1.0007200 0.0053394 1.0000000 46600.750 0.0000000e+00 0.9999999 1.0007201
559.91201 559.91001 559.9140150000001 1.0009500 0.0053181 1.0000000 46601.083 0.0000000e+00 0.9999999 1.0009501
559.91602 559.9140150000001 559.9180200000001 1.0065600 0.0053513 1.0000000 46620.818 0.0000000e+00 0.9999999 1.0065601
559.92002 559.9180200000001 559.92202 1.0057700 0.0054367 1.0000000 46718.400 0.0000000e+00 0.9999999 1.0057701
559.92402 559.92202 559.926 1.0111800 0.0055268 1.0000000 46816.390 0.0000000e+00 0.9999999 1.0111801
559.92798 559.926 559.9299800000001 1.0113700 0.0055374 1.0000000 46797.157 0.0000000e+00 0.9999999 1.0113701
559.9319800000001 559.9299800000001 559.9339850000001 1.0013200 0.0054020 1.0000000 46699.915 0.0000000e+00 0.9999999 1.0013201
559.9359900000001 559.9339850000001 559.9379900000001 1.0046900 0.0053023 1.0000000 46622.480 0.0000000e+00 0.9999999 1.0046901
559.9399900000001 559.9379900000001 559.94199 1.0041000 0.0052910 1.0000000 46622.813 0.0000000e+00 0.9999999 1.0041001
559.9439900000001 559.94199 559.945995 1.0047400 0.0053529 1.0000000 46623.147 0.0000000e+00 0.9999999 1.0047401
559.948 559.945995 559.95 1.0054000 0.0054116 1.0000000 46604.078 0.0000000e+00 0.9999999 1.0054001
559.9520000000001 559.95 559.954005 0.9986270 0.0053920 1.0000000 46604.411 0.0000000e+00 0.9999999 0.9986271
559.95601 559.954005 559.9580100000001 1.0008600 0.0053684 1.0000000 46624.147 0.0000000e+00 0.9999999 1.0008601
559.96001 559.9580100000001 559.96201 1.0042000 0.0053448 1.0000000 46624.480 0.0000000e+00 0.9999999 1.0042001
559.96401 559.96201 559.966015 0.9999430 0.0052714 1.0000000 46624.813 0.0000000e+00 0.9999999 0.9999431
559.96802 559.966015 559.97002 1.0075600 0.0052069 1.0000000 46702.921 0.0000000e+00 0.9999999 1.0075601
559.97202 559.97002 559.974 1.0061300 0.0052049 1.0000000 46800.837 0.0000000e+00 0.9999999 1.0061301
559.97598 559.974 559.97798 1.0084600 0.0052487 1.0000000 46820.734 0.0000000e+00 0.9999999 1.0084601
559.97998 559.97798 559.98198 1.0144000 0.0053774 1.0000000 46723.403 0.0000000e+00 0.9999999 1.0144001
559.98398 559.98198 559.985985 1.0072500 0.0054613 1.0000000 46626.476 0.0000000e+00 0.9999999 1.0072501
559.98799 559.985985 559.98999 1.0031000 0.0053194 1.0000000 46607.407 0.0000000e+00 0.9999999 1.0031001
559.99199 559.98999 559.993995 1.0045200 0.0066079 1.0000000 46607.739 0.0000000e+00 0.9999999 1.0045201
559.996 559.993995 559.998 0.9895670 0.0104212 1.0000000 46627.477 0.0000000e+00 0.9999999 0.9895671
560.0 559.998 560.002 0.9840430 0.0108448 1.0000000 46627.810 0.0000000e+00 0.9999999 0.9840431
560.004 560.002 560.006005 1.0008400 0.0105884 1.0000000 46628.143 0.0000000e+00 0.9999999 1.0008401
560.00801 560.006005 560.01001 0.9981120 0.0101814 1.0000000 46609.073 0.0000000e+00 0.9999999 0.9981121
560.01201 560.01001 560.014015 1.0049500 0.0099369 1.0000000 46609.406 0.0000000e+00 0.9999999 1.0049501
560.01602 560.014015 560.01802 1.0036600 0.0096885 1.0000000 46629.144 0.0000000e+00 0.9999999 1.0036601
560.02002 560.01802 560.0220200000001 0.9957000 0.0095357 1.0000000 46726.743 0.0000000e+00 0.9999999 0.9957001
560.0240200000001 560.0220200000001 560.0260000000001 0.9989920 0.0095951 1.0000000 46824.751 0.0000000e+00 0.9999999 0.9989921
560.0279800000001 560.0260000000001 560.02998 0.9861840 0.0098641 1.0000000 46805.514 0.0000000e+00 0.9999999 0.9861841
560.0319800000001 560.02998 560.033985 0.9853540 0.0106004 1.0000000 46708.255 0.0000000e+00 0.9999999 0.9853541
560.0359900000001 560.033985 560.03799 0.9971880 0.0107988 1.0000000 46630.807 0.0000000e+00 0.9999999 0.9971881
560.0399900000001 560.03799 560.04199 0.9811960 0.0102605 1.0000000 46631.140 0.0000000e+00 0.9999999 0.9811961
560.04399 560.04199 560.045995 0.9900330 0.0096458 1.0000000 46631.473 0.0000000e+00 0.9999999 0.9900331
560.048 560.045995 560.05 0.9976730 0.0093759 1.0000000 46612.401 0.0000000e+00 0.9999999 0.9976731
560.052 560.05 560.054005 0.9940500 0.0092455 1.0000000 46612.734 0.0000000e+00 0.9999999 0.9940501
560.05601 560.054005 560.05801 0.9869920 0.0092069 1.0000000 46632.474 0.0000000e+00 0.9999999 0.9869921
560.06001 560.05801 560.06201 0.9912800 0.0093854 1.0000000 46632.807 0.0000000e+00 0.9999999 0.9912801
560.0640099999999 560.06201 560.066015 0.9947060 0.0100005 1.0000000 46633.140 0.0000000e+00 0.9999999 0.9947061
560.06802 560.066015 560.07002 1.0005600 0.0108071 1.0000000 46711.261 0.0000000e+00 0.9999999 1.0005601
560.07202 560.07002 560.074 0.9972680 0.0109979 1.0000000 46809.195 0.0000000e+00 0.9999999 0.9972681
560.07598 560.074 560.07798 0.9896610 0.0105278 1.0000000 46829.095 0.0000000e+00 0.9999999 0.9896611
560.07998 560.07798 560.0819799999999 0.9912130 0.0099802 1.0000000 46731.746 0.0000000e+00 0.9999999 0.9912131
560.08398 560.0819799999999 560.0859849999999 0.9898500 0.0096108 1.0000000 46634.803 0.0000000e+00 0.9999999 0.9898501
560.08799 560.0859849999999 560.08999 0.9964420 0.0093361 1.0000000 46615.730 0.0000000e+00 0.9999999 0.9964421
560.09199 560.08999 560.093995 0.9971930 0.0093419 1.0000000 46616.062 0.0000000e+00 0.9999999 0.9971931
560.096 560.093995 560.098 1.0009100 0.0096276 1.0000000 46635.803 0.0000000e+00 0.9999999 1.0009101
560.1 560.098 560.1020000000001 1.0025400 0.0100134 1.0000000 46636.137 0.0000000e+00 0.9999999 1.0025401
560.104 560.1020000000001 560.1060050000001 0.9893530 0.0104612 1.0000000 46636.470 0.0000000e+00 0.9999999 0.9893531
560.10801 560.1060050000001 560.1100100000001 0.9958790 0.0106579 1.0000000 46617.396 0.0000000e+00 0.9999999 0.9958791
560.11201 560.1100100000001 560.1140150000001 0.9952510 0.0102090 1.0000000 46617.729 0.0000000e+00 0.9999999 0.9952511
560.11602 560.1140150000001 560.1180200000001 0.9931060 0.0097047 1.0000000 46637.470 0.0000000e+00 0.9999999 0.9931061
560.1200200000001 560.1180200000001 560.12202 1.0038900 0.0094980 1.0000000 46735.087 0.0000000e+00 0.9999999 1.0038901
560.1240200000001 560.12202 560.1260000000001 1.0003700 0.0093721 1.0000000 46833.112 0.0000000e+00 0.9999999 1.0003701
560.1279800000001 560.1260000000001 560.12998 0.9915140 0.0093617 1.0000000 46813.872 0.0000000e+00 0.9999999 0.9915141
560.13198 560.12998 560.133985 0.9833360 0.0095595 1.0000000 46716.595 0.0000000e+00 0.9999999 0.9833361
560.1359900000001 560.133985 560.1379900000001 0.9960160 0.0100656 1.0000000 46639.133 0.0000000e+00 0.9999999 0.9960161
560.13999 560.1379900000001 560.1419900000001 0.9990130 0.0107127 1.0000000 46639.466 0.0000000e+00 0.9999999 0.9990131
560.14399 560.1419900000001 560.1459950000001 0.9959010 0.0109866 1.0000000 46639.799 0.0000000e+00 0.9999999 0.9959011
560.148 560.1459950000001 560.1500000000001 1.0036200 0.0106503 1.0000000 46620.724 0.0000000e+00 0.9999999 1.0036201
560.152 560.1500000000001 560.1540050000001 0.9996740 0.0101176 1.0000000 46621.057 0.0000000e+00 0.9999999 0.9996741
560.15601 560.1540050000001 560.15801 0.9924800 0.0096764 1.0000000 46640.800 0.0000000e+00 0.9999999 0.9924801
560.1600099999999 560.15801 560.16201 0.9949160 0.0094457 1.0000000 46641.133 0.0000000e+00 0.9999999 0.9949161
560.16401 560.16201 560.166015 0.9976900 0.0093894 1.0000000 46641.466 0.0000000e+00 0.9999999 0.9976901
560.16802 560.166015 560.17002 0.9893360 0.0094248 1.0000000 46719.601 0.0000000e+00 0.9999999 0.9893361
560.17202 560.17002 560.174 0.9777320 0.0096886 1.0000000 46817.553 0.0000000e+00 0.9999999 0.9777321
560.17598 560.174 560.1779799999999 0.9842850 0.0103465 1.0000000 46837.457 0.0000000e+00 0.9999999 0.9842851
560.17998 560.1779799999999 560.1819800000001 0.9859680 0.0105287 1.0000000 46740.090 0.0000000e+00 0.9999998 0.9859682
560.18398 560.1819800000001 560.1859850000001 1.0047200 0.0100937 1.0000000 46643.129 0.0000000e+00 0.9999998 1.0047202
560.18799 560.1859850000001 560.1899900000001 0.9996780 0.0095318 1.0000000 46624.052 0.0000000e+00 0.9999998 0.9996782
560.19199 560.1899900000001 560.1939950000001 0.9944790 0.0092815 1.0000000 46624.385 0.0000000e+00 0.9999998 0.9944792
560.196 560.1939950000001 560.1980000000001 0.9944430 0.0091694 1.0000000 46644.130 0.0000000e+00 0.9999998 0.9944432
560.2 560.1980000000001 560.202 0.9930680 0.0092374 1.0000000 46644.463 0.0000000e+00 0.9999998 0.9930682
560.2040000000001 560.202 560.206005 0.9901080 0.0095821 1.0000000 46644.796 0.0000000e+00 0.9999998 0.9901082
560.2080100000001 560.206005 560.21001 0.9977740 0.0100457 1.0000000 46625.719 0.0000000e+00 0.9999998 0.9977742
560.2120100000001 560.21001 560.214015 0.9935770 0.0105718 1.0000000 46626.052 0.0000000e+00 0.9999998 0.9935772
560.2160200000001 560.214015 560.21802 1.0062200 0.0107567 1.0000000 46645.797 0.0000000e+00 0.9999998 1.0062202
560.2200200000001 560.21802 560.22202 1.0152700 0.0104397 1.0000000 46743.431 0.0000000e+00 0.9999998 1.0152702
560.22402 560.22202 560.226 0.9831990 0.0100444 1.0000000 46841.473 0.0000000e+00 0.9999998 0.9831992
560.22798 560.226 560.2299800000001 0.9929480 0.0096139 1.0000000 46822.230 0.0000000e+00 0.9999998 0.9929482
560.23198 560.2299800000001 560.2339850000001 0.9893000 0.0093977 1.0000000 46724.936 0.0000000e+00 0.9999998 0.9893002
560.23599 560.2339850000001 560.2379900000001 0.9889740 0.0093287 1.0000000 46647.460 0.0000000e+00 0.9999998 0.9889742
